id,player,rank,projectedPoints,positionRank,position,team
a07ec2e7-a9ff-4797-8b81-e97de03a6a51,Rico Dowdle,166.8,79.6,RB51,RB,CAR
5187785b-3707-4207-aee0-a55778dfb9a1,DJ Giddens,169.2,44.9,RB52,RB,IND
afc52d6b-e9cd-412f-8025-9926540ac5c5,Devin Neal,169.6,63.6,RB53,RB,NO
44a906d5-b179-45f9-b69f-281595bea71d,Zach Ertz,171.9,102.1,TE20,TE,WAS
c9e2cfc7-8db1-49ab-944b-61108f687aca,Jalen Coker,172.9,94.8,WR72,WR,CAR
84f0a2d4-81a1-424b-a516-172e02cd82e3,Braelon Allen,174.5,59.9,RB54,RB,NYJ
ab78a171-01c4-457c-aa8c-7fd835bff986,Anthony Richardson,175.2,277.6,QB27,QB,IND
afb9a9f4-bacd-46f5-ad31-80b2427eae28,Sam Darnold,175.4,253.2,QB28,QB,SEA
24e943a8-7926-4012-9d7e-138315b764cd,Hunter Henry,176.3,107.4,TE21,TE,NE
bc9e2c1b-6bb4-4bc9-84af-202f71c65de7,Alec Pierce,176.3,103.3,WR73,WR,IND
42be1a8b-6bdd-4bda-a857-3a01bbc6aeac,Wan'Dale Robinson,178.3,103.5,WR74,WR,NYG
566b0f64-6a4f-4882-aa36-99d15ce990f5,Austin Ekeler,180,99,RB55,RB,WAS
d85fae4b-67cb-4828-93ad-d968f275c6d5,Jalen Tolbert,180.9,99.8,WR75,WR,DAL
fb971e03-d484-4d81-982d-0e0af12179e6,J.K. Dobbins,181,0,RB56,RB,
5938bf65-bd79-454f-921a-94d0b1a4c3b4,Dontayvion Wicks,181.4,83.2,WR76,WR,GB
e62e6781-add8-4eaa-9713-1448b8ff72a5,Elic Ayomanor,181.5,57,WR77,WR,TEN
a228fb38-ae0f-469d-984a-a7a3a904020d,Mike Gesicki,182,100.8,TE22,TE,CIN
49d82bda-e7fe-487a-83ab-0f4bd9e431d1,Pat Freiermuth,182.1,108.5,TE23,TE,PIT
027fe218-a84a-450c-a89d-7ad6c4cf94b9,Cade Otton,182.8,86.7,TE24,TE,TB
fa1a54e5-4c1c-45b8-9e9a-3c1568a28d6b,Jaylen Wright,182.9,77.1,RB57,RB,MIA
e34d874e-3fef-4059-887e-33a2485c13b6,Blake Corum,184.8,74.5,RB58,RB,LA
a46b6ee1-e38e-48cc-9d43-0917418812fc,Jalen Royals,187.2,78.3,WR78,WR,KC
54ad314c-d98a-4087-9831-d9fe55233e1c,DeAndre Hopkins,188.3,78.9,WR79,WR,BAL
edeb9b06-d0b7-44cc-ac47-971fa68ff0a6,Brashard Smith,193,40.1,RB59,RB,KC
63cbde87-5fd3-410c-9c64-2185510182ef,DeMario Douglas,193,99.7,WR80,WR,NE
a6ce2c32-ead2-45cf-8add-22978d63a07e,Mason Taylor,195.9,81,TE25,TE,NYJ
9e0a17b1-fda3-4066-aa3c-4f742588536c,Michael Wilson,196.3,91.7,WR81,WR,ARI
f69a3a63-744a-4568-a158-b69f0d5e4eb6,Will Shipley,196.6,58.2,RB60,RB,PHI
ba19979f-896f-429f-89b1-0280ab4b6052,Dalton Schultz,198.4,92.9,TE26,TE,HOU
dc435bd0-ebd3-479f-b9bf-529569dff43c,Cole Kmet,199.2,72.7,TE27,TE,CHI
0ad724ff-2212-4ec4-8261-793e76298a17,Adonai Mitchell,199.4,78.4,WR82,WR,IND
831716ac-821d-4b07-8f37-36886cc43843,Ollie Gordon,199.7,48.3,RB61,RB,MIA
bdecac5a-bd13-4a2c-94c8-4ff12c29d50a,Darius Slayton,202.2,91.3,WR83,WR,NYG
8f4756df-0eba-4393-bc91-cd38984dcda8,Justice Hill,203.2,75.9,RB62,RB,BAL
d49688f7-ce90-44b2-99ee-0b1c78eec8f3,Andrei Iosivas,203.9,55.4,WR84,WR,CIN
2c7e2974-109f-48af-aa38-6ca441540779,Amari Cooper,205.4,0,WR85,WR,
39d5fe0b-fb83-4b83-b590-836cfcf0acb1,Damien Martinez,205.9,30.3,RB63,RB,SEA
3e43e336-3c1d-430f-8961-701e685e8d5d,Roschon Johnson,206.6,72.7,RB64,RB,CHI
6958938f-e1b1-4a04-9277-0d13ce07df21,Nick Chubb,206.6,0,RB64,RB,
0e7d3cb4-f568-41e0-88e6-7812989ae958,Jaxson Dart,206.7,61.9,QB29,QB,NYG
9f137949-d162-475c-bf95-9d43e7d58824,Dyami Brown,206.8,87.7,WR86,WR,JAC
5357fee8-c779-4442-8e21-286ad59d4cbd,Ja'Tavion Sanders,206.8,83.9,TE28,TE,CAR
e0d74144-6bd8-467f-b5a6-de01ef683097,Pat Bryant,206.9,44.6,WR87,WR,DEN
2d084934-667e-4903-b462-a33b9041291d,Harold Fannin,207.9,61.3,TE29,TE,CLE
664c1862-20fe-40a8-ac7e-ff868858dcb9,MarShawn Lloyd,208.2,27.1,RB66,RB,GB
2a65964a-1345-435e-998e-ee29adf6d251,Chig Okonkwo,208.7,84.2,TE30,TE,TEN
0a189fd2-3410-4074-a5c6-0197f8d4041c,Russell Wilson,210.5,171.5,QB30,QB,NYG
d8b3c731-9054-4d15-a4ee-e12beb4825fa,Tyler Lockett,210.5,78.6,WR88,WR,TEN
0407fcef-4a8c-4e2f-bef3-779851de306f,Tory Horton,210.6,62.4,WR89,WR,SEA
e5efd76e-3450-4e90-b4a4-74a10f8cef0b,Jarquez Hunter,210.7,45.3,RB67,RB,LA
ec3a92be-ca46-44e1-8263-9c184ba313c1,Troy Franklin,211,77.1,WR90,WR,DEN
383c8d7f-a817-4096-a6b6-a6b1366d87fb,Isaac TeSlaa,211.1,55.2,WR91,WR,DET
998fed79-63d4-46da-a102-add4ac6b9325,Shedeur Sanders,211.4,35.7,QB31,QB,CLE
10b27c42-0621-472d-bfa7-3f6c598980be,Juwan Johnson,211.7,73.3,TE31,TE,NO
5d5c4fb2-51dc-40da-9f65-785ee09f784e,Terrance Ferguson,211.9,45.6,TE32,TE,LA
5ac44ad0-e9ce-44d0-9bf7-82950d46bd63,Tutu Atwell,212.2,78.5,WR92,WR,LA
ccc75043-457f-471e-9735-d76568cc2bb1,Elijah Mitchell,212.5,31,RB68,RB,KC
3f3d0fff-d453-44b9-acec-0a9610deea75,Jaleel McLaughlin,212.6,93.2,RB69,RB,DEN
090fca9a-692c-497a-a575-8cc9b923bf9f,Mike Williams,212.7,47.9,WR93,WR,LAC
5d797f44-9b44-4ece-891a-554ec24e68e3,Jordan James,213.5,47.3,RB70,RB,SF
1bd33029-b88d-43fa-998e-775a6741a5e7,Aaron Rodgers,213.6,0,QB32,QB,
58c31228-6972-47f8-a167-e7fac175f5bb,Jalen Milroe,213.6,35.9,QB33,QB,SEA
3b1286b8-e246-4287-a2f9-e044620d4180,Savion Williams,213.7,48.2,WR94,WR,GB
edf095fc-4f26-470b-9967-e307126ced5b,Tai Felton,213.8,57.7,WR95,WR,MIN
011d7af8-9fc6-47e2-b1c7-60ad22188306,Kareem Hunt,213.8,41.8,RB71,RB,KC
1dd1d43a-bb2c-4293-b086-af81f7f8a31f,Woody Marks,214,50.8,RB72,RB,HOU
139d7f99-b270-4a99-832b-41bf0deb358f,KaVontae Turpin,214.2,88.7,WR96,WR,DAL
3349f39b-9dd6-42f3-a50c-8f7e8134d2bf,Theo Johnson,214.2,73.4,TE33,TE,NYG
c9fab627-9cbf-4cfe-b2fa-288604ae1755,Elijah Arroyo,214.3,21.6,TE34,TE,SEA
4a91b789-1968-4e0c-9ec3-3f4fa98de1f2,Diontae Johnson,214.4,67.4,WR97,WR,
b8b2120d-d09f-4467-b7fc-3e9c32df9f5a,Jordan Whittington,214.4,87.9,WR98,WR,LA
d29091a8-ca31-49b0-a940-4ddebb14a843,Tyler Conklin,214.4,65.6,TE35,TE,LAC
10b8eca4-c667-4927-a2ab-e24021ad18a5,Tahj Brooks,214.5,46.8,RB73,RB,CIN
8aa163b7-5f2f-4ed5-a721-79fd60ba544e,Trevor Etienne,214.5,43.8,RB73,RB,CAR
4c50a7a3-7ac8-442f-a792-11977cea9322,Ray-Ray McCloud III,214.5,52.6,WR99,WR,ATL
33f93253-33a6-4e0f-8d93-815366d14090,Nick Westbrook-Ikhine,214.6,74.8,WR100,WR,MIA
a18edd62-1cc8-484e-b729-3f9c591887ad,Noah Gray,214.6,73.7,TE36,TE,KC
aaefaf37-9d15-4306-ad32-8f6245e98a4d,Tre Tucker,214.6,60.8,WR101,WR,LV
9d27c511-89bc-4129-a079-334b7b3be97f,Tyler Shough,214.6,50.6,QB34,QB,NO
79976572-3b05-48db-8816-f1dd126e3db9,Audric Estime,214.6,52.5,RB75,RB,DEN
013d1f80-d88b-47c2-b6b9-d0c833e1cdba,Raheem Mostert,214.9,65.9,RB76,RB,LV
c52baf98-fb75-4227-9701-7b1b57eea6f7,Devaughn Vele,215,58.3,WR102,WR,DEN
66414585-fa5d-408a-911c-cf897e5bbefc,Chimere Dike,215.1,57.6,WR103,WR,TEN
f24adb34-5412-4edf-95ff-6b68e5fbd41d,Miles Sanders,215.1,63.5,RB77,RB,DAL
0b920098-c972-4e90-9e89-7430232e7567,Daniel Jones,215.2,49.3,QB35,QB,IND
c76c03d8-1795-4ef9-a2cf-ee0f10c4bc4f,Jaylin Lane,215.2,51,WR104,WR,WAS
0ddf9b70-527e-4bb6-8018-b1a0b49ba29c,Kayshon Boutte,215.3,76.7,WR105,WR,NE
ef67177a-49c1-49d1-a6df-20ae9588b890,Tyler Higbee,215.3,56.1,TE37,TE,LA
2521c244-cb3c-497e-b928-9c2f542bb7c3,Kyle Monangai,215.3,50.6,RB78,RB,CHI
868448b8-f53a-4c9e-a15d-8ed8f40b27d4,Joe Flacco,215.3,135.4,QB36,QB,CLE
8781a0c7-14b6-4c09-bf75-0a9da0bd9a31,Marquez Valdes-Scantling,215.4,79.1,WR106,WR,SEA
7062199b-47a5-4de1-bc7d-22640861b406,Dont'e Thornton,215.4,55.4,WR107,WR,LV
99768dcd-9aea-40e2-9abb-e3644b8f69f0,Jalen Nailor,215.4,73.1,WR108,WR,MIN
dddc50fe-12ed-4071-aac1-439c5f0d91d0,Derek Carr,215.4,188.3,QB37,QB,NO
89c932e5-9b13-487f-97c6-c23a2864510e,Sean Tucker,215.5,45.1,RB79,RB,TB
09fad0df-6eef-4310-9cf6-9fd18d55a626,Curtis Samuel,215.5,60.1,WR109,WR,BUF
f47f5778-3c4d-4320-a4f9-cb57a229024a,Jacory Croskey-Merritt,215.5,0,RB80,RB,WAS
423103ae-b2a4-4cce-a28c-2df988e0537f,Demarcus Robinson,215.6,58.8,WR110,WR,SF
43ea5795-c57d-463f-af6d-23685089f41f,Malik Washington,215.6,68.5,WR111,WR,MIA
df791444-6e48-4435-a11a-8907cc7efc73,Tank Dell,215.6,25.6,WR112,WR,HOU
b760285b-f146-44b7-91a6-80b79734aa3a,Keaton Mitchell,215.6,26.6,RB81,RB,BAL
978436e8-4ba8-480b-8ebc-e50c548808e4,Zack Moss,215.6,61.6,RB82,RB,CIN
20d13172-f781-47ca-84ca-048e8d8b29db,Taysom Hill,215.6,43.5,TE38,TE,NO
fb804140-7525-489c-8e3c-152ddcbd7712,Tez Johnson,215.6,28.8,WR113,WR,TB
50224a13-c0a8-4226-8e19-56fc4c0e257b,Allen Lazard,215.7,69.8,WR114,WR,NYJ
60c195a8-e9c9-4f75-8551-537d3ec25c6d,Noah Brown,215.7,58,WR114,WR,WAS
e2a9db24-836f-410b-8fbc-92ebf65aa172,Brandin Cooks,215.7,68.5,WR116,WR,NO
97b95328-40e0-40a5-8f23-f57059acb9bc,Ty Johnson,215.7,46.8,RB83,RB,BUF
da6aa094-cee3-40a8-aef1-4a8941967c3f,Ben Sinnott,215.7,46.5,TE39,TE,WAS
e7bd3b67-74c9-40f4-a747-d67e35c609fb,Oronde Gadsden,215.7,24.1,TE39,TE,LAC
81ee69b2-a3d6-4844-9e70-3e59b8e9265a,Xavier Restrepo,215.7,0,WR117,WR,
355ef517-f1e6-40dc-93f3-840822bb537e,Gabe Davis,215.7,76.6,WR118,WR,JAC
f95089a4-a293-43bc-85e1-14b5c682c5b4,Gunnar Helm,215.7,30.4,TE41,TE,TEN
7ebccb67-953e-4e9d-864b-c85bd4064346,Hunter Renfrow,215.8,26.7,WR119,WR,
5f9ab9ae-8374-4dca-8ff1-660f399c587c,Kendre Miller,215.8,48.5,RB84,RB,NO
c18bc302-ffa3-4a6d-8342-967aa2c312aa,Will Howard,215.8,0,QB38,QB,PIT
5cf07039-7b68-4d27-8984-7040fe6d24e5,Malachi Corley,215.8,69,WR120,WR,NYJ
6740daf6-d0f8-46cd-ae2c-7dc4774b6de0,Isaiah Davis,215.8,51,RB85,RB,NYJ
0ea8521f-7fe9-4feb-8383-d4c68de52a02,Will Dissly,215.8,60.2,TE42,TE,LAC
49d00288-8c14-4e07-a415-8954c227c9cc,Noah Fant,215.8,71.7,TE43,TE,SEA
9a50e7df-e06f-49cd-aa5a-a13f7ac8ab44,Antonio Gibson,215.9,44.8,RB86,RB,NE
9e10c4dc-5380-4094-b5fd-03faf540337d,Arian Smith,215.9,33,WR121,WR,NYJ
60548cf8-e520-478b-a3e0-0f7b781f1471,Luke McCaffrey,215.9,29.8,WR121,WR,WAS
b9f51ee6-1566-4236-b4ee-8414eb60b412,Emanuel Wilson,215.9,45.9,RB87,RB,GB
75ed17a8-5d4f-4007-957b-0a6733ddf392,Dameon Pierce,215.9,56.9,RB88,RB,HOU
c5278c01-f7c3-4163-9ed0-9b76a84b06d3,Calvin Austin III,215.9,54.3,WR123,WR,PIT
74d0909b-cf5a-416d-9d46-d83b34c9d947,Kirk Cousins,215.9,46.9,QB39,QB,ATL
c423d62d-5442-42d4-a157-331f61d8c0a8,Jahan Dotson,215.9,31.9,WR123,WR,PHI
41527475-e452-40be-92c0-8ad78e0a4ef7,Tim Patrick,215.9,31.5,WR123,WR,DET
bc0d53ee-7459-4b26-b8d3-2943656b2538,Kalel Mullings,215.9,27.6,RB89,RB,TEN
3c447c3d-b2ae-44be-9b4c-5a7efe6bfdb9,Parker Washington,215.9,25.6,WR123,WR,JAC
ce8d7e0a-fff7-4717-877b-b2721294442b,Lawrence Keys,215.9,0,WR123,WR,
ca78bb58-7fcc-48a2-9e66-5c5f01a1e0bb,Devin Singletary,215.9,51.2,RB90,RB,NYG
e72fd8fd-64af-4e64-a6d9-bc8bda771e37,Kendrick Bourne,215.9,47.7,WR128,WR,NE
959704b1-09ac-4a6b-9a72-30aff9a986b6,Luke Schoonmaker,215.9,30,TE44,TE,DAL
a655af02-fbb7-4db9-999c-2c264570f63a,Jonathon Brooks,215.9,8.7,RB90,RB,CAR
ee9672ca-16d6-4210-8c4e-346d7c659565,Jimmy Horn,215.9,0,WR129,WR,CAR
9a6b601c-81b4-41e0-bc9e-99067890d849,Greg Dortch,215.9,59.3,WR130,WR,ARI
6b913e90-e07f-4587-875c-8eead122de28,Jermaine Burton,215.9,58.6,WR130,WR,CIN
dc98d5aa-5219-47c4-9c96-0d1c5158a58d,Mack Hollins,215.9,44,WR130,WR,NE
9544675f-20bf-4fc2-9d60-b27ba8c4f5a9,Khalil Herbert,215.9,43.4,RB92,RB,IND
03ed3f29-655b-4b39-9e8c-986289957629,Kenneth Gainwell,215.9,39.7,RB92,RB,PIT
794f2151-81b5-4812-8e86-6e45efbd5e61,Trey Palmer,215.9,3.5,WR130,WR,TB
364ba0e3-b5b3-4010-a3c5-950746f31c0b,Raheim Sanders,215.9,3.3,RB92,RB,LAC
d013e217-a4c1-4222-bd8d-5d8207393c06,Breshad Perriman,215.9,0,WR130,WR,
9ab9905f-4b27-4de3-9a80-09bad046eb1e,Dawson Knox,215.9,46.7,TE45,TE,BUF
f8c6033e-850d-45f9-8ff0-985601266a33,Samaje Perine,215.9,42.9,RB95,RB,CIN
235736d2-cea0-4504-b5ae-12232850ded3,JuJu Smith-Schuster,215.9,27.4,WR135,WR,KC
c4a08f72-599c-4ab7-b733-7f2ee5878ce6,Ja'Lynn Polk,215.9,24.8,WR135,WR,NE
dbff836b-ad84-41d9-aa3b-e53dd3dbf4b1,Taylor Heinicke,215.9,11.6,QB40,QB,LAC
f081b4f9-2ccd-4915-ab58-5d4c2d4474e1,Bryce Ford-Wheaton,215.9,0,WR135,WR,NYG
95f0b3e2-92b8-430c-ac2e-d543cac91d28,Brandon Allen,215.9,0,QB40,QB,TEN
37ad4f63-3964-485c-9d60-09abf7372331,Trenton Irwin,215.9,0,WR135,WR,
429848f5-b190-489f-b67f-1cf47d091fc7,Michael Mayer,215.9,55,TE46,TE,LV
6212d548-a31d-4690-8de8-b8313672a462,Christian Watson,215.9,42.2,WR139,WR,GB
3ae4388b-8078-4b58-8c2f-24e0893edebf,KhaDarel Hodge,215.9,26.5,WR139,WR,ATL
b3da238b-5afa-4b76-8e66-34ac61f527f6,AJ Dillon,215.9,25.4,RB96,RB,PHI
c9fbb50b-4617-4368-b7ac-fd02053ea786,KeAndre Lambert-Smith,215.9,5.1,WR139,WR,LAC
840278ec-0ad5-4ba3-923e-2dda905a735f,Roman Wilson,216,51.3,WR142,WR,PIT
9a574823-c8b6-440c-b9ce-708c92a9613b,Kenny Pickett,216,24.8,QB42,QB,CLE
be4542f6-942d-4b9d-bd50-b565e4ade219,Will Levis,216,24.7,QB42,QB,TEN
35abf2f2-7061-4647-b252-936c1bf5949f,Brevin Jordan,216,21.2,TE47,TE,HOU
3ac9a699-de82-4bb2-96c8-4f1ee1a8685f,Spencer Rattler,216,13.9,QB42,QB,NO
64e7901e-e045-41a5-9b6c-cc290fe12e08,Mac Jones,216,12.1,QB42,QB,SF
1a966b2d-815d-4947-a50f-e59fd8af882e,Patrick Ricard,216,10.5,RB97,RB,BAL
cdf7046f-fbf4-450a-8483-b9b5da4ee3ad,Corey Kiner,216,0,RB97,RB,
d84d18f3-8260-45e3-803c-a7ac6a718c98,Elijah Moore,216,0,WR142,WR,
291bce7f-f3b9-4854-8c28-45e5959f0b3c,DeAndre Washington,216,0,RB97,RB,
02b277af-47cb-41a5-9e9e-e9376470b02e,Samson Nacua,216,0,WR142,WR,
1c420729-1d4b-41c4-9bd9-60bd4a14640e,Josh Oliver,216,22.5,TE48,TE,MIN
cc6dfcab-04a0-461a-8e30-2763b475086f,Trevion Cooley,216,0,RB100,RB,
028567e1-468a-4406-921f-f30f31ad1db2,Traeshon Holden,216,0,WR145,WR,DAL
ccba8897-4f50-485c-9e40-dfe4e739bf33,Isaiah Bond,216,0,WR145,WR,
cdf31448-6c29-4f6b-a265-14a0c4d0431c,Riley Leonard,216,0,QB46,QB,IND
a6c909f3-2300-45a9-9ecf-ffb64625f8f0,Logan Diggs,216,0,RB100,RB,
adcec9ee-476d-4b84-aebf-60f1f9778262,Lan Larison,216,0,RB100,RB,
5d902efc-d274-4db6-9db3-51b590748e07,Nick Nash,216,0,WR145,WR,
ce85d898-99c0-4dcb-853b-a51233049cd9,Elijhah Badger,216,0,WR145,WR,KC
e5693812-f80a-449d-92b9-ac7ef2145b86,Alexander Mattison,216,29.2,RB103,RB,MIA
8c65dfff-d86e-46ad-8458-4eb025f10106,Ty Chandler,216,28.8,RB103,RB,MIN
e207fbe7-627a-4c8b-beb0-1fc5218bf8ac,Jameis Winston,216,28.3,QB47,QB,NYG
7f59fcfc-9e1e-44ec-99dc-b475700d408f,Bo Melton,216,25.2,WR149,WR,GB
f0b47a46-c3a8-4de2-ad93-37265692e3f4,Treylon Burks,216,23.7,WR149,WR,TEN
be728ad0-942c-47ad-b547-a1b253ebf74b,Charlie Kolar,216,20.8,TE49,TE,BAL
2e8ba67e-9a68-4e7a-b365-f4083f54a396,Charlie Woerner,216,15.7,TE49,TE,ATL
daa42982-756e-4f56-9d14-0e9c2122e5b4,Mason Rudolph,216,11.7,QB47,QB,PIT
611aa155-49c6-43a2-bd3b-8fde526b7656,Jonathan Mingo,216,6.3,WR149,WR,DAL
ded67742-22ad-4933-8aa1-baadb1d3f8f4,Jordan Watkins,216,5.1,WR149,WR,SF
b700e4d6-99b4-48cc-80a5-ca0bf0a54a68,Josh Reynolds,216,0,WR149,WR,NYJ
338b1d80-95b2-4f28-be69-f3967544c1e7,AJ Barner,216,58,TE51,TE,SEA
09ae0fa0-b89b-4e5a-a120-aca14903bca2,Olamide Zaccheaus,216,47.6,WR154,WR,CHI
867633ae-13fa-454b-a663-aab091c5e3ba,Dillon Gabriel,216,24.8,QB49,QB,CLE
f146cb9a-934a-4c88-9b1f-3369ffc1905a,Kylen Granson,216,24.3,TE51,TE,PHI
cbb7d7e5-c32a-4c82-83f5-924a9635336b,Grant Calcaterra,216,22.5,TE51,TE,PHI
ef760b88-6762-4175-828e-ecf05629d09c,Johnny Wilson,216,20.5,WR154,WR,PHI
687a7db7-3bc6-4b9e-af8f-917d953bd543,Joe Milton,216,13.5,QB49,QB,DAL
6a877013-40bd-4cc0-b7f0-412099ff37f5,Phil Mafah,216,3.3,RB105,RB,DAL
9d6cc579-91db-4383-abb2-918f0514b719,Jacob Cowing,216,0.5,WR154,WR,SF
1d56d330-e18e-4043-9013-60f6a8e4d9e9,Ricky White,216,0,WR154,WR,SEA
cec50951-3dd8-4e9d-b9ff-892586899b9b,Feleipe Franks,216,0,TE51,TE,ATL
ce9241de-3e1e-42e6-9a52-f2c8a66255b6,Jarvis Landry,216,0,WR154,WR,
ac7cea0f-c10d-4a54-888d-3a4524d6c100,KJ Jefferson,216,0,QB49,QB,
dff571be-4eb8-4dd3-86a9-c77b02d369c2,Kaden Prather,216,0,WR154,WR,BUF
1cc02f97-5c39-47f9-9303-f6386b1b38e4,LeQuint Allen,216,0,RB105,RB,JAC
217800a2-9c45-41d0-8b1c-23940f51e1f0,LaJohntay Wester,216,0,WR154,WR,BAL
fa193b30-e49b-4eb5-9eeb-f760b5a2124b,Austin Hooper,216,38.5,TE55,TE,NE
f852786a-8116-4caa-b60e-a441ea8c5352,Emari Demercado,216,33.3,RB107,RB,ARI
78d3fad5-b6e8-421c-8a10-758a6b979e46,Luke Musgrave,216,33.2,TE55,TE,GB
5f673c83-adcf-4290-bd9b-be03ac7585a1,Deshaun Watson,216,32.5,QB52,QB,CLE
11f81f18-3bf3-4797-a7ca-d336e839c099,Cade Stover,216,27.1,TE55,TE,HOU
a9b249e1-cd17-48a6-8838-ecd4a135906c,Tommy Tremble,216,27,TE55,TE,CAR
146a4b98-24ec-4267-b549-6b5a14830a6e,Jalin Hyatt,216,25.5,WR161,WR,NYG
ed8c1ea8-07f5-455c-bb6b-265cee07947a,Van Jefferson,216,24.8,WR161,WR,TEN
f29aeaf8-bcec-411a-984a-4912300d76cd,Mitchell Evans,216,24.2,TE55,TE,CAR
2d6bf3b7-e410-428a-993e-0fbb8f815a08,Devontez Walker,216,22.7,WR161,WR,BAL
0469d1c4-8adb-4d56-885d-d971b9ceeda0,Tylan Wallace,216,17.9,WR161,WR,BAL
8b0346f1-b00d-4ba0-b77c-adae7afe0fc0,Mecole Hardman Jr.,216,17.9,WR161,WR,GB
1d1a993c-f824-440d-b1b7-212bf6b707db,Tyler Badie,216,7.8,RB107,RB,DEN
63eed6df-3247-4ab5-bf91-e1e6fdf3204e,Tommy Mellott,216,0,WR161,WR,LV
d0284725-bbe6-44de-a94d-2ed66b1ffee9,Derrick Gore,216,0,RB107,RB,
99ff2014-55a9-48af-a585-b1b8bb1faaec,Jakob Johnson,216,0,RB107,RB,HOU
d1060e4e-55af-4fb8-b1f4-1552ffe7946a,Kirk Merritt,216,0,WR161,WR,
d6e0c53b-b763-4beb-8602-8ac7c072c4c4,Sam Howell,216,0,QB52,QB,MIN
a1ef6228-71bc-4542-8659-9f51042112b8,Deuce Watts,216,0,WR161,WR,
ef830dc7-b7c7-4929-b3d3-f17853aa6a87,Quinn Ewers,216,0,QB52,QB,MIA
33ba65b2-e075-4804-a223-a6008894f6e2,Konata Mumpfield,216,0,WR161,WR,LA
83e2ee88-11da-468c-8b04-081ee7a5346b,Rivaldo Fairweather,216,0,TE55,TE,DAL
a7f67b7a-1598-48d5-b9bc-b7921b03f5c7,Chris Rodriguez,216,44.6,RB111,RB,WAS
9e3ad24b-e1c8-48e7-a24f-13e5d2aee38a,Elijah Higgins,216,33.1,TE61,TE,ARI
c8d9e613-cf2a-44ce-b4ad-5362db4512fa,Tyler Goodson,216,30.9,RB111,RB,IND
90a01137-4675-48fd-8700-458d7bd68c08,Jeremy Ruckert,216,29.1,TE61,TE,NYJ
b2953b43-ce06-484f-8391-3ceb66f98176,Kalif Raymond,216,28.8,WR170,WR,DET
1bcd5536-b752-41da-adbd-87d66102f374,Lucas Krull,216,25.5,TE61,TE,DEN
997e7ceb-de79-49aa-905d-71ee7c61c946,Zay Jones,216,25,WR170,WR,ARI
89d00331-dcfb-4aef-93e6-2f3aa9b71558,Kyle Juszczyk,216,24.8,RB111,RB,SF
651c9c67-ffc8-4c0d-8c13-6041a461bb15,Colby Parkinson,216,24.2,TE61,TE,LA
84da8739-8e06-4e91-a0cd-485f65d2f2c7,Kimani Vidal,216,22.5,RB111,RB,LAC
cd0a1a78-4d82-46eb-9272-36f1f515cf83,John Metchie III,216,21.5,WR170,WR,HOU
3a2e5c22-2d9f-4075-9a03-bd7a911f9bc0,Javon Baker,216,21,WR170,WR,NE
08f57fcc-44d5-439a-9f14-13e930dd99ad,Malik Willis,216,20.5,QB55,QB,GB
dddd6ff2-1e3c-46f2-9e3e-9951b1cacd3b,Payne Durham,216,19.3,TE61,TE,TB
7de1d6e7-566d-429b-9ef6-3d2a55373b60,Nick Mullens,216,17,QB55,QB,JAC
0fd437ac-a997-4535-9384-4ee0fdf6c937,Marcus Mariota,216,13.2,QB55,QB,WAS
d4ccb80f-d585-42c9-a080-0ee5ab92445b,Rondale Moore,216,6.6,WR170,WR,MIN
835e62ce-f8b9-4e64-bf6e-aad6b429d25d,Gavin Bartholomew,216,0,TE61,TE,MIN
0fa340cb-818b-4b44-834d-b54fe7ef8581,Ryan Flournoy,216,0,WR170,WR,DAL
641b8b20-9a2f-4601-b08f-d9f79dc51dfc,Moliki Matavao,216,0,TE61,TE,NO
f1a7f129-9a6f-4d88-9f2e-cae70c5a5eca,Donovan Edwards,216,0,RB111,RB,
3afecb81-6c2f-4b70-bde1-794e81e6e2b6,Efton Chism III,216,0,WR170,WR,
5ed897ac-a366-46c8-93b9-ce25679810ca,Jelani Woods,216,0,TE61,TE,IND
c05ea5c7-1c39-4321-ab82-e07552c59765,Terrace Marshall Jr.,216,0,WR170,WR,PHI
678ed92e-0b63-4dc6-b38f-5e24bf1a8dab,Zach Wilson,216,0,QB55,QB,MIA
8562d30d-f118-4bca-ac9f-0d8601d98ca9,Kelvin Harmon,216,0,WR170,WR,DAL
2d0e6da6-c037-45f6-83bb-d8e68540f2c3,Isaiah Williams,216,0,WR170,WR,CIN
4b2071d8-d3ad-4597-99d4-bd3a218a449a,Stone Smartt,-,32.1,,TE,NYJ
26f704f4-985e-42d4-bc78-230cf4eb1db7,Dare Ogunbowale,-,30.2,,RB,HOU
4f97af23-bac0-42d4-8646-2f9473f06643,Darnell Washington,-,28.6,,TE,PIT
835a5fa3-f0fc-4df9-b56d-2072abccfedb,Derius Davis,-,27.9,,WR,LAC
0422dbab-b339-4e15-8eda-dd2c339c6d07,Daniel Bellinger,-,27.6,,TE,NYG
145a2016-4a3d-4cdb-be8a-eaa539e231b6,Bub Means,-,26.7,,WR,NO
77bbfa72-99c3-497c-8ea7-dc6484977d95,Josh Whyle,-,26.5,,TE,TEN
d0bab80c-0a37-4431-8a68-b89e30e675d7,Cordarrelle Patterson,-,26.5,,RB,PIT
94a659c3-6760-4920-a94c-b0cc3db9a500,Kenny McIntosh,-,25.9,,RB,SEA
27749f4e-aacc-4464-9245-fe3d7c2f0471,Michael Carter,-,25.8,,RB,ARI
